Ensembl	symbol	WikiPathways
ENSG00000100030	MAPK1	Type II diabetes mellitus:WP1584
ENSG00000168036	CTNNB1	Endoderm Differentiation:WP2853
ENSG00000142192	APP	Endoderm Differentiation:WP2853
ENSG00000070756	PABPC1	Endoderm Differentiation:WP2853
ENSG00000115415	STAT1	Endoderm Differentiation:WP2853
ENSG00000126934	MAP2K2	IL-5 Signaling Pathway:WP127
ENSG00000102882	MAPK3	IL-5 Signaling Pathway:WP127
ENSG00000100030	MAPK1	IL-5 Signaling Pathway:WP127
ENSG00000115415	STAT1	IL-5 Signaling Pathway:WP127
ENSG00000168036	CTNNB1	TGF Beta Signaling Pathway:WP560
ENSG00000102882	MAPK3	TGF Beta Signaling Pathway:WP560
ENSG00000115415	STAT1	TGF Beta Signaling Pathway:WP560
ENSG00000070831	CDC42	Spinal Cord Injury:WP2431
ENSG00000132692	BCAN	Spinal Cord Injury:WP2431
ENSG00000102882	MAPK3	Spinal Cord Injury:WP2431
ENSG00000126861	OMG	Spinal Cord Injury:WP2431
ENSG00000136238	RAC1	Spinal Cord Injury:WP2431
ENSG00000067560	RHOA	Spinal Cord Injury:WP2431
ENSG00000100030	MAPK1	Spinal Cord Injury:WP2431
ENSG00000197971	MBP	Spinal Cord Injury:WP2431
ENSG00000106278	PTPRZ1	Spinal Cord Injury:WP2431
ENSG00000100823	APEX1	Spinal Cord Injury:WP2431
ENSG00000187498	COL4A1	Spinal Cord Injury:WP2431
ENSG00000130203	APOE	Vitamin B12 Metabolism:WP1533
ENSG00000142168	SOD1	Vitamin B12 Metabolism:WP1533
ENSG00000160200	CBS	Vitamin B12 Metabolism:WP1533
ENSG00000206172	HBA1	Vitamin B12 Metabolism:WP1533
ENSG00000118137	APOA1	Vitamin B12 Metabolism:WP1533
ENSG00000196136	SERPINA3	Vitamin B12 Metabolism:WP1533
ENSG00000126934	MAP2K2	Insulin Signaling:WP481
ENSG00000142949	PTPRF	Insulin Signaling:WP481
ENSG00000117394	SLC2A1	Insulin Signaling:WP481
ENSG00000102882	MAPK3	Insulin Signaling:WP481
ENSG00000100030	MAPK1	Insulin Signaling:WP481
ENSG00000167193	CRK	Insulin Signaling:WP481
ENSG00000141503	MINK1	Insulin Signaling:WP481
ENSG00000170759	KIF5B	Insulin Signaling:WP481
ENSG00000168036	CTNNB1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000170624	SGCD	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000173801	JUP	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000153956	CACNA2D1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000198947	DMD	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000096696	DSP	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000072110	ACTN1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000184009	ACTG1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000105855	ITGB8	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000066032	CTNNA2	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000007402	CACNA2D2	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118
ENSG00000138668	HNRNPD	mRNA Processing:WP411
ENSG00000165119	HNRNPK	mRNA Processing:WP411
ENSG00000126934	MAP2K2	Structural Pathway of Interleukin 1 (IL-1):WP2637
ENSG00000102882	MAPK3	Structural Pathway of Interleukin 1 (IL-1):WP2637
ENSG00000197971	MBP	Structural Pathway of Interleukin 1 (IL-1):WP2637
ENSG00000173786	CNP	Glial Cell Differentiation:WP2276
ENSG00000123560	PLP1	Glial Cell Differentiation:WP2276
ENSG00000197971	MBP	Glial Cell Differentiation:WP2276
ENSG00000111640	GAPDH	Glycolysis and Gluconeogenesis:WP534
ENSG00000117394	SLC2A1	Glycolysis and Gluconeogenesis:WP534
ENSG00000168036	CTNNB1	BDNF signaling pathway:WP2380
ENSG00000134001	EIF2S1	BDNF signaling pathway:WP2380
ENSG00000070831	CDC42	BDNF signaling pathway:WP2380
ENSG00000126934	MAP2K2	BDNF signaling pathway:WP2380
ENSG00000142949	PTPRF	BDNF signaling pathway:WP2380
ENSG00000120251	GRIA2	BDNF signaling pathway:WP2380
ENSG00000101266	CSNK2A1	BDNF signaling pathway:WP2380
ENSG00000198053	SIRPA	BDNF signaling pathway:WP2380
ENSG00000102882	MAPK3	BDNF signaling pathway:WP2380
ENSG00000100030	MAPK1	BDNF signaling pathway:WP2380
ENSG00000149294	NCAM1	BDNF signaling pathway:WP2380
ENSG00000115415	STAT1	BDNF signaling pathway:WP2380
ENSG00000126934	MAP2K2	IL-9 Signaling Pathway:WP22
ENSG00000102882	MAPK3	IL-9 Signaling Pathway:WP22
ENSG00000100030	MAPK1	IL-9 Signaling Pathway:WP22
ENSG00000115415	STAT1	IL-9 Signaling Pathway:WP22
ENSG00000080824	HSP90AA1	EBV LMP1 signaling:WP262
ENSG00000100030	MAPK1	EBV LMP1 signaling:WP262
ENSG00000168036	CTNNB1	Primary Focal Segmental Glomerulosclerosis FSGS:WP2572
ENSG00000058404	CAMK2B	Primary Focal Segmental Glomerulosclerosis FSGS:WP2572
ENSG00000152818	UTRN	Primary Focal Segmental Glomerulosclerosis FSGS:WP2572
ENSG00000108381	ASPA	Alanine and aspartate metabolism:WP106
ENSG00000136750	GAD2	Alanine and aspartate metabolism:WP106
ENSG00000136810	TXN	NRF2 pathway:WP2884
ENSG00000198431	TXNRD1	NRF2 pathway:WP2884
ENSG00000001084	GCLC	NRF2 pathway:WP2884
ENSG00000117394	SLC2A1	NRF2 pathway:WP2884
ENSG00000134201	GSTM5	NRF2 pathway:WP2884
ENSG00000134184	GSTM1	NRF2 pathway:WP2884
ENSG00000157103	SLC6A1	NRF2 pathway:WP2884
ENSG00000132164	SLC6A11	NRF2 pathway:WP2884
ENSG00000160211	G6PD	NRF2 pathway:WP2884
ENSG00000080824	HSP90AA1	NRF2 pathway:WP2884
ENSG00000151229	SLC2A13	NRF2 pathway:WP2884
ENSG00000159231	CBR3	NRF2 pathway:WP2884
ENSG00000106853	PTGR1	NRF2 pathway:WP2884
ENSG00000197249	SERPINA1	NRF2 pathway:WP2884
ENSG00000120915	EPHX2	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
ENSG00000126934	MAP2K2	Serotonin Receptor 4/6/7 and NR3C Signaling:WP734
ENSG00000102882	MAPK3	Serotonin Receptor 4/6/7 and NR3C Signaling:WP734
ENSG00000085662	AKR1B1	Polyol Pathway:WP690
ENSG00000160200	CBS	Folate-Alcohol and Cancer Pathway:WP1589
ENSG00000080824	HSP90AA1	Arylhydrocarbon receptor (AhR) signaling pathway:WP2100
ENSG00000102882	MAPK3	Signal Transduction of S1P Receptor:WP26
ENSG00000100030	MAPK1	Signal Transduction of S1P Receptor:WP26
ENSG00000168036	CTNNB1	Extracellular vesicle-mediated signaling in recipient cells:WP2870
ENSG00000126934	MAP2K2	Signaling Pathways in Glioblastoma:WP2261
ENSG00000102882	MAPK3	Signaling Pathways in Glioblastoma:WP2261
ENSG00000100030	MAPK1	Signaling Pathways in Glioblastoma:WP2261
ENSG00000126934	MAP2K2	Kit receptor signaling pathway:WP304
ENSG00000102882	MAPK3	Kit receptor signaling pathway:WP304
ENSG00000100030	MAPK1	Kit receptor signaling pathway:WP304
ENSG00000167193	CRK	Kit receptor signaling pathway:WP304
ENSG00000115415	STAT1	Kit receptor signaling pathway:WP304
ENSG00000130203	APOE	Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864
ENSG00000142192	APP	Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864
ENSG00000001084	GCLC	Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864
ENSG00000180370	PAK2	Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864
ENSG00000100030	MAPK1	Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864
ENSG00000158467	AHCYL2	One Carbon Metabolism:WP241
ENSG00000138363	ATIC	One Carbon Metabolism:WP241
ENSG00000100714	MTHFD1	One Carbon Metabolism:WP241
ENSG00000070831	CDC42	TGF beta Signaling Pathway:WP366
ENSG00000142192	APP	TGF beta Signaling Pathway:WP366
ENSG00000126934	MAP2K2	TGF beta Signaling Pathway:WP366
ENSG00000113558	SKP1	TGF beta Signaling Pathway:WP366
ENSG00000180370	PAK2	TGF beta Signaling Pathway:WP366
ENSG00000100614	PPM1A	TGF beta Signaling Pathway:WP366
ENSG00000067560	RHOA	TGF beta Signaling Pathway:WP366
ENSG00000100030	MAPK1	TGF beta Signaling Pathway:WP366
ENSG00000070831	CDC42	MAPK Signaling Pathway:WP382
ENSG00000126934	MAP2K2	MAPK Signaling Pathway:WP382
ENSG00000180370	PAK2	MAPK Signaling Pathway:WP382
ENSG00000158186	MRAS	MAPK Signaling Pathway:WP382
ENSG00000102882	MAPK3	MAPK Signaling Pathway:WP382
ENSG00000100614	PPM1A	MAPK Signaling Pathway:WP382
ENSG00000137486	ARRB1	MAPK Signaling Pathway:WP382
ENSG00000100030	MAPK1	MAPK Signaling Pathway:WP382
ENSG00000167193	CRK	MAPK Signaling Pathway:WP382
ENSG00000141503	MINK1	MAPK Signaling Pathway:WP382
ENSG00000070831	CDC42	B Cell Receptor Signaling Pathway:WP23
ENSG00000126934	MAP2K2	B Cell Receptor Signaling Pathway:WP23
ENSG00000110651	CD81	B Cell Receptor Signaling Pathway:WP23
ENSG00000100030	MAPK1	B Cell Receptor Signaling Pathway:WP23
ENSG00000167193	CRK	B Cell Receptor Signaling Pathway:WP23
ENSG00000070831	CDC42	RANKL/RANK Signaling Pathway:WP2018
ENSG00000102882	MAPK3	RANKL/RANK Signaling Pathway:WP2018
ENSG00000100030	MAPK1	RANKL/RANK Signaling Pathway:WP2018
ENSG00000115415	STAT1	RANKL/RANK Signaling Pathway:WP2018
ENSG00000102882	MAPK3	IL17 signaling pathway:WP2112
ENSG00000100030	MAPK1	IL17 signaling pathway:WP2112
ENSG00000133433	GSTT2B	Oxidative Stress:WP408
ENSG00000198431	TXNRD1	Oxidative Stress:WP408
ENSG00000142168	SOD1	Oxidative Stress:WP408
ENSG00000001084	GCLC	Oxidative Stress:WP408
ENSG00000100030	MAPK1	MFAP5-mediated ovarian cancer cell motility and invasiveness:WP3301
ENSG00000168036	CTNNB1	TWEAK Signaling Pathway:WP2036
ENSG00000102882	MAPK3	TWEAK Signaling Pathway:WP2036
ENSG00000100030	MAPK1	TWEAK Signaling Pathway:WP2036
ENSG00000133433	GSTT2B	Glutathione metabolism:WP100
ENSG00000001084	GCLC	Glutathione metabolism:WP100
ENSG00000160211	G6PD	Glutathione metabolism:WP100
ENSG00000177156	TALDO1	Pentose Phosphate Pathway:WP134
ENSG00000160211	G6PD	Pentose Phosphate Pathway:WP134
ENSG00000198947	DMD	Striated Muscle Contraction:WP383
ENSG00000167460	TPM4	Striated Muscle Contraction:WP383
ENSG00000184009	ACTG1	Striated Muscle Contraction:WP383
ENSG00000159251	ACTC1	Striated Muscle Contraction:WP383
ENSG00000140416	TPM1	Striated Muscle Contraction:WP383
ENSG00000143549	TPM3	Striated Muscle Contraction:WP383
ENSG00000168036	CTNNB1	Focal Adhesion:WP306
ENSG00000070831	CDC42	Focal Adhesion:WP306
ENSG00000014216	CAPN1	Focal Adhesion:WP306
ENSG00000116147	TNR	Focal Adhesion:WP306
ENSG00000065534	MYLK	Focal Adhesion:WP306
ENSG00000126934	MAP2K2	Focal Adhesion:WP306
ENSG00000134871	COL4A2	Focal Adhesion:WP306
ENSG00000180370	PAK2	Focal Adhesion:WP306
ENSG00000072110	ACTN1	Focal Adhesion:WP306
ENSG00000184009	ACTG1	Focal Adhesion:WP306
ENSG00000105855	ITGB8	Focal Adhesion:WP306
ENSG00000100852	ARHGAP5	Focal Adhesion:WP306
ENSG00000067560	RHOA	Focal Adhesion:WP306
ENSG00000100030	MAPK1	Focal Adhesion:WP306
ENSG00000167193	CRK	Focal Adhesion:WP306
ENSG00000187498	COL4A1	Focal Adhesion:WP306
ENSG00000126934	MAP2K2	Toll-like receptor signaling pathway:WP75
ENSG00000102882	MAPK3	Toll-like receptor signaling pathway:WP75
ENSG00000100030	MAPK1	Toll-like receptor signaling pathway:WP75
ENSG00000115415	STAT1	Toll-like receptor signaling pathway:WP75
ENSG00000168710	AHCYL1	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000158467	AHCYL2	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000001084	GCLC	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000160200	CBS	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000168906	MAT2A	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000100714	MTHFD1	Trans-sulfuration and one carbon metabolism:WP2525
ENSG00000168036	CTNNB1	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000014216	CAPN1	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000142192	APP	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000085117	CD82	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000102882	MAPK3	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000113578	FGF1	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000100030	MAPK1	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000167193	CRK	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000115415	STAT1	Integrated Pancreatic Cancer Pathway:WP2377
ENSG00000126934	MAP2K2	IL-2 Signaling Pathway:WP49
ENSG00000102882	MAPK3	IL-2 Signaling Pathway:WP49
ENSG00000100030	MAPK1	IL-2 Signaling Pathway:WP49
ENSG00000115415	STAT1	IL-2 Signaling Pathway:WP49
ENSG00000134184	GSTM1	Aflatoxin B1 metabolism:WP699
ENSG00000254087	LYN	Imatinib Resistance in Chronic Myeloid Leukemia:WP2946
ENSG00000144290	SLC4A10	Imatinib Resistance in Chronic Myeloid Leukemia:WP2946
ENSG00000085563	ABCB1	Imatinib Resistance in Chronic Myeloid Leukemia:WP2946
ENSG00000133433	GSTT2B	Metapathway biotransformation:WP702
ENSG00000148834	GSTO1	Metapathway biotransformation:WP702
ENSG00000134201	GSTM5	Metapathway biotransformation:WP702
ENSG00000134184	GSTM1	Metapathway biotransformation:WP702
ENSG00000085662	AKR1B1	Metapathway biotransformation:WP702
ENSG00000120915	EPHX2	Metapathway biotransformation:WP702
ENSG00000117448	AKR1A1	Metapathway biotransformation:WP702
