Ensembl	symbol	KEGG
ENSG00000070087	PFN2	Shigellosis:KEGG-hsa05131
ENSG00000109339	MAPK10	Shigellosis:KEGG-hsa05131
ENSG00000134318	ROCK2	Shigellosis:KEGG-hsa05131
ENSG00000177105	RHOG	Shigellosis:KEGG-hsa05131
ENSG00000055130	CUL1	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000130985	UBA1	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000108094	CUL2	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000036257	CUL3	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000175931	UBE2O	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000166266	CUL5	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000142875	PRKACB	Olfactory transduction:KEGG-hsa04740
ENSG00000065559	MAP2K4	GnRH signaling pathway:KEGG-hsa04912
ENSG00000169032	MAP2K1	GnRH signaling pathway:KEGG-hsa04912
ENSG00000174775	HRAS	GnRH signaling pathway:KEGG-hsa04912
ENSG00000164742	ADCY1	GnRH signaling pathway:KEGG-hsa04912
ENSG00000177885	GRB2	GnRH signaling pathway:KEGG-hsa04912
ENSG00000142875	PRKACB	GnRH signaling pathway:KEGG-hsa04912
ENSG00000182621	PLCB1	GnRH signaling pathway:KEGG-hsa04912
ENSG00000109339	MAPK10	GnRH signaling pathway:KEGG-hsa04912
ENSG00000166501	PRKCB	GnRH signaling pathway:KEGG-hsa04912
ENSG00000169032	MAP2K1	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000099942	CRKL	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000134308	YWHAQ	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000164924	YWHAZ	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000128245	YWHAH	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000174775	HRAS	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000170027	YWHAG	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000141522	ARHGDIA	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000152495	CAMK4	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000177885	GRB2	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000179295	PTPN11	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000166913	YWHAB	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000109339	MAPK10	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000108953	YWHAE	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000055130	CUL1	Cell cycle:KEGG-hsa04110
ENSG00000175793	SFN	Cell cycle:KEGG-hsa04110
ENSG00000134308	YWHAQ	Cell cycle:KEGG-hsa04110
ENSG00000164924	YWHAZ	Cell cycle:KEGG-hsa04110
ENSG00000128245	YWHAH	Cell cycle:KEGG-hsa04110
ENSG00000170027	YWHAG	Cell cycle:KEGG-hsa04110
ENSG00000166913	YWHAB	Cell cycle:KEGG-hsa04110
ENSG00000108953	YWHAE	Cell cycle:KEGG-hsa04110
ENSG00000107758	PPP3CB	Apoptosis:KEGG-hsa04210
ENSG00000142875	PRKACB	Apoptosis:KEGG-hsa04210
ENSG00000221823	PPP3R1	Apoptosis:KEGG-hsa04210
ENSG00000138814	PPP3CA	Apoptosis:KEGG-hsa04210
ENSG00000005249	PRKAR2B	Apoptosis:KEGG-hsa04210
ENSG00000114302	PRKAR2A	Apoptosis:KEGG-hsa04210
ENSG00000160007	ARHGAP35	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000276293	PIP4K2B	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000166908	PIP4K2C	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000169032	MAP2K1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000138443	ABI2	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000108262	GIT1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000213639	PPP1CB	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000112290	WASF1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000099942	CRKL	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000174775	HRAS	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000130402	ACTN4	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000102606	ARHGEF7	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000213949	ITGA1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000175866	BAIAP2	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000070087	PFN2	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000077264	PAK3	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000149269	PAK1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000186111	PIP5K1C	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000172757	CFL1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000055163	CYFIP2	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000196914	ARHGEF12	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000090020	SLC9A1	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000134318	ROCK2	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000131067	GGT7	Cyanoamino acid metabolism:KEGG-hsa00460
ENSG00000067057	PFKP	Galactose metabolism:KEGG-hsa00052
ENSG00000169299	PGM2	Galactose metabolism:KEGG-hsa00052
ENSG00000141959	PFKL	Galactose metabolism:KEGG-hsa00052
ENSG00000067057	PFKP	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000141959	PFKL	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000063601	MTMR1	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000111275	ALDH2	beta-Alanine metabolism:KEGG-hsa00410
ENSG00000164904	ALDH7A1	beta-Alanine metabolism:KEGG-hsa00410
ENSG00000104695	PPP2CB	Hepatitis C:KEGG-hsa05160
ENSG00000174775	HRAS	Hepatitis C:KEGG-hsa05160
ENSG00000177885	GRB2	Hepatitis C:KEGG-hsa05160
ENSG00000221914	PPP2R2A	Hepatitis C:KEGG-hsa05160
ENSG00000105568	PPP2R1A	Hepatitis C:KEGG-hsa05160
ENSG00000109339	MAPK10	Hepatitis C:KEGG-hsa05160
ENSG00000196569	LAMA2	ECM-receptor interaction:KEGG-hsa04512
ENSG00000188157	AGRN	ECM-receptor interaction:KEGG-hsa04512
ENSG00000135862	LAMC1	ECM-receptor interaction:KEGG-hsa04512
ENSG00000196776	CD47	ECM-receptor interaction:KEGG-hsa04512
ENSG00000213949	ITGA1	ECM-receptor interaction:KEGG-hsa04512
ENSG00000172037	LAMB2	ECM-receptor interaction:KEGG-hsa04512
ENSG00000065559	MAP2K4	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000169032	MAP2K1	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000171132	PRKCE	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000174775	HRAS	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000177885	GRB2	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000010810	FYN	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000109339	MAPK10	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000166501	PRKCB	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000105723	GSK3A	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000169032	MAP2K1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000099942	CRKL	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000172354	GNB2	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000174775	HRAS	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000164742	ADCY1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000127955	GNAI1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000177885	GRB2	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000078369	GNB1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000142875	PRKACB	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000186469	GNG2	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000176533	GNG7	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000149269	PAK1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000182621	PLCB1	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000069966	GNB5	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000166501	PRKCB	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000134318	ROCK2	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000079950	STX7	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000132639	SNAP25	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000220205	VAMP2	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000106089	STX1A	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000099365	STX1B	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000106636	YKT6	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000169032	MAP2K1	Thyroid cancer:KEGG-hsa05216
ENSG00000174775	HRAS	Thyroid cancer:KEGG-hsa05216
ENSG00000108091	CCDC6	Thyroid cancer:KEGG-hsa05216
ENSG00000111275	ALDH2	Lysine degradation:KEGG-hsa00310
ENSG00000120437	ACAT2	Lysine degradation:KEGG-hsa00310
ENSG00000164904	ALDH7A1	Lysine degradation:KEGG-hsa00310
ENSG00000196569	LAMA2	Toxoplasmosis:KEGG-hsa05145
ENSG00000087258	GNAO1	Toxoplasmosis:KEGG-hsa05145
ENSG00000135862	LAMC1	Toxoplasmosis:KEGG-hsa05145
ENSG00000126803	HSPA2	Toxoplasmosis:KEGG-hsa05145
ENSG00000127955	GNAI1	Toxoplasmosis:KEGG-hsa05145
ENSG00000172037	LAMB2	Toxoplasmosis:KEGG-hsa05145
ENSG00000204388	HSPA1B	Toxoplasmosis:KEGG-hsa05145
ENSG00000109339	MAPK10	Toxoplasmosis:KEGG-hsa05145
ENSG00000125166	GOT2	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000159423	ALDH4A1	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000148672	GLUD1	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000169032	MAP2K1	Prostate cancer:KEGG-hsa05215
ENSG00000174775	HRAS	Prostate cancer:KEGG-hsa05215
ENSG00000177885	GRB2	Prostate cancer:KEGG-hsa05215
ENSG00000084207	GSTP1	Prostate cancer:KEGG-hsa05215
ENSG00000096384	HSP90AB1	Prostate cancer:KEGG-hsa05215
ENSG00000100519	PSMC6	Proteasome:KEGG-hsa03050
ENSG00000161057	PSMC2	Proteasome:KEGG-hsa03050
ENSG00000100764	PSMC1	Proteasome:KEGG-hsa03050
ENSG00000175166	PSMD2	Proteasome:KEGG-hsa03050
ENSG00000108671	PSMD11	Proteasome:KEGG-hsa03050
ENSG00000087191	PSMC5	Proteasome:KEGG-hsa03050
ENSG00000092010	PSME1	Proteasome:KEGG-hsa03050
ENSG00000136928	GABBR2	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000204681	GABBR1	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000198822	GRM3	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000164082	GRM2	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000111275	ALDH2	Propanoate metabolism:KEGG-hsa00640
ENSG00000120437	ACAT2	Propanoate metabolism:KEGG-hsa00640
ENSG00000164904	ALDH7A1	Propanoate metabolism:KEGG-hsa00640
ENSG00000223609	HBD	Malaria:KEGG-hsa05144
ENSG00000095380	NANS	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000105220	GPI	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000169299	PGM2	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000111275	ALDH2	Fatty acid metabolism:KEGG-hsa00071
ENSG00000120437	ACAT2	Fatty acid metabolism:KEGG-hsa00071
ENSG00000164904	ALDH7A1	Fatty acid metabolism:KEGG-hsa00071
ENSG00000125166	GOT2	Phenylalanine, tyrosine and tryptophan biosynthesis:KEGG-hsa00400
ENSG00000087470	DNM1L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000126583	PRKCG	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000106976	DNM1	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000169032	MAP2K1	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000112290	WASF1	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000099942	CRKL	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000197959	DNM3	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000171132	PRKCE	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000149269	PAK1	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000186111	PIP5K1C	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000078053	AMPH	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000172757	CFL1	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000166501	PRKCB	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000126583	PRKCG	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000169032	MAP2K1	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000213639	PPP1CB	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000171132	PRKCE	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000164742	ADCY1	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000142875	PRKACB	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000182621	PLCB1	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000196914	ARHGEF12	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000166501	PRKCB	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000134318	ROCK2	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000065559	MAP2K4	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000169032	MAP2K1	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000078902	TOLLIP	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000109339	MAPK10	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000196569	LAMA2	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000183023	SLC8A1	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000213949	ITGA1	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000160789	LMNA	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000126583	PRKCG	Salivary secretion:KEGG-hsa04970
ENSG00000067842	ATP2B3	Salivary secretion:KEGG-hsa04970
ENSG00000164742	ADCY1	Salivary secretion:KEGG-hsa04970
ENSG00000142875	PRKACB	Salivary secretion:KEGG-hsa04970
ENSG00000220205	VAMP2	Salivary secretion:KEGG-hsa04970
ENSG00000064651	SLC12A2	Salivary secretion:KEGG-hsa04970
ENSG00000157087	ATP2B2	Salivary secretion:KEGG-hsa04970
ENSG00000058668	ATP2B4	Salivary secretion:KEGG-hsa04970
ENSG00000070961	ATP2B1	Salivary secretion:KEGG-hsa04970
ENSG00000182621	PLCB1	Salivary secretion:KEGG-hsa04970
ENSG00000166501	PRKCB	Salivary secretion:KEGG-hsa04970
ENSG00000090020	SLC9A1	Salivary secretion:KEGG-hsa04970
ENSG00000176105	YES1	Adherens junction:KEGG-hsa04520
ENSG00000112290	WASF1	Adherens junction:KEGG-hsa04520
ENSG00000095637	SORBS1	Adherens junction:KEGG-hsa04520
ENSG00000130402	ACTN4	Adherens junction:KEGG-hsa04520
ENSG00000175866	BAIAP2	Adherens junction:KEGG-hsa04520
ENSG00000010810	FYN	Adherens junction:KEGG-hsa04520
ENSG00000149177	PTPRJ	Adherens junction:KEGG-hsa04520
ENSG00000142875	PRKACB	Hedgehog signaling pathway:KEGG-hsa04340
ENSG00000196569	LAMA2	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
ENSG00000183023	SLC8A1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
ENSG00000130402	ACTN4	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
ENSG00000213949	ITGA1	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
ENSG00000160789	LMNA	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
ENSG00000092621	PHGDH	Glycine, serine and threonine metabolism:KEGG-hsa00260
ENSG00000135069	PSAT1	Glycine, serine and threonine metabolism:KEGG-hsa00260
ENSG00000164904	ALDH7A1	Glycine, serine and threonine metabolism:KEGG-hsa00260
ENSG00000091483	FH	Renal cell carcinoma:KEGG-hsa05211
ENSG00000169032	MAP2K1	Renal cell carcinoma:KEGG-hsa05211
ENSG00000099942	CRKL	Renal cell carcinoma:KEGG-hsa05211
ENSG00000108094	CUL2	Renal cell carcinoma:KEGG-hsa05211
ENSG00000174775	HRAS	Renal cell carcinoma:KEGG-hsa05211
ENSG00000177885	GRB2	Renal cell carcinoma:KEGG-hsa05211
ENSG00000179295	PTPN11	Renal cell carcinoma:KEGG-hsa05211
ENSG00000077264	PAK3	Renal cell carcinoma:KEGG-hsa05211
ENSG00000149269	PAK1	Renal cell carcinoma:KEGG-hsa05211
ENSG00000115252	PDE1A	Taste transduction:KEGG-hsa04742
ENSG00000078369	GNB1	Taste transduction:KEGG-hsa04742
ENSG00000142875	PRKACB	Taste transduction:KEGG-hsa04742
ENSG00000169032	MAP2K1	Melanoma:KEGG-hsa05218
ENSG00000174775	HRAS	Melanoma:KEGG-hsa05218
ENSG00000111275	ALDH2	Pyruvate metabolism:KEGG-hsa00620
ENSG00000120437	ACAT2	Pyruvate metabolism:KEGG-hsa00620
ENSG00000065833	ME1	Pyruvate metabolism:KEGG-hsa00620
ENSG00000146701	MDH2	Pyruvate metabolism:KEGG-hsa00620
ENSG00000164904	ALDH7A1	Pyruvate metabolism:KEGG-hsa00620
ENSG00000137106	GRHPR	Pyruvate metabolism:KEGG-hsa00620
ENSG00000171132	PRKCE	Type II diabetes mellitus:KEGG-hsa04930
ENSG00000109339	MAPK10	Type II diabetes mellitus:KEGG-hsa04930
ENSG00000084207	GSTP1	Drug metabolism - cytochrome P450:KEGG-hsa00982
ENSG00000126583	PRKCG	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000169032	MAP2K1	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000174775	HRAS	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000177885	GRB2	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000166501	PRKCB	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000120437	ACAT2	Butanoate metabolism:KEGG-hsa00650
ENSG00000164039	BDH2	Butanoate metabolism:KEGG-hsa00650
ENSG00000125166	GOT2	Tyrosine metabolism:KEGG-hsa00350
ENSG00000205629	LCMT1	Tyrosine metabolism:KEGG-hsa00350
ENSG00000108439	PNPO	Vitamin B6 metabolism:KEGG-hsa00750
ENSG00000160209	PDXK	Vitamin B6 metabolism:KEGG-hsa00750
ENSG00000241360	PDXP	Vitamin B6 metabolism:KEGG-hsa00750
ENSG00000135069	PSAT1	Vitamin B6 metabolism:KEGG-hsa00750
ENSG00000183023	SLC8A1	Cardiac muscle contraction:KEGG-hsa04260
ENSG00000090020	SLC9A1	Cardiac muscle contraction:KEGG-hsa04260
ENSG00000126524	SBDS	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000108424	KPNB1	RNA transport:KEGG-hsa03013
ENSG00000023734	STRAP	RNA transport:KEGG-hsa03013
ENSG00000101210	EEF1A2	RNA transport:KEGG-hsa03013
ENSG00000126583	PRKCG	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000142875	PRKACB	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000064651	SLC12A2	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000143761	ARF1	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000166501	PRKCB	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000169032	MAP2K1	Insulin signaling pathway:KEGG-hsa04910
ENSG00000169710	FASN	Insulin signaling pathway:KEGG-hsa04910
ENSG00000213639	PPP1CB	Insulin signaling pathway:KEGG-hsa04910
ENSG00000095637	SORBS1	Insulin signaling pathway:KEGG-hsa04910
ENSG00000099942	CRKL	Insulin signaling pathway:KEGG-hsa04910
ENSG00000174775	HRAS	Insulin signaling pathway:KEGG-hsa04910
ENSG00000177885	GRB2	Insulin signaling pathway:KEGG-hsa04910
ENSG00000142875	PRKACB	Insulin signaling pathway:KEGG-hsa04910
ENSG00000005249	PRKAR2B	Insulin signaling pathway:KEGG-hsa04910
