Ensembl	symbol	WikiPathways
ENSG00000140990	NDUFB10	Electron Transport Chain:WP111
ENSG00000130414	NDUFA10	Electron Transport Chain:WP111
ENSG00000147509	RGS20	Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000145349	CAMK2D	Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000123104	ITPR2	Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000115415	STAT1	TSLP Signaling Pathway:WP2203
ENSG00000145349	CAMK2D	Physiological and Pathological Hypertrophy  of the Heart:WP1528
ENSG00000100504	PYGL	BCL-XL prevents the binding of truncated BID to BAX. This is prevented by BAD. BAD can displace tBID from BCL-XL.   :WP231
ENSG00000113140	SPARC	Senescence and Autophagy in Cancer:WP615
ENSG00000113578	FGF1	Differentiation Pathway:WP2848
ENSG00000135318	NT5E	Differentiation Pathway:WP2848
ENSG00000145494	NDUFS6	Oxidative phosphorylation:WP623
ENSG00000140990	NDUFB10	Oxidative phosphorylation:WP623
ENSG00000130414	NDUFA10	Oxidative phosphorylation:WP623
ENSG00000156709	AIFM1	Apoptosis Modulation and Signaling:WP1772
ENSG00000115415	STAT1	EPO Receptor Signaling:WP581
ENSG00000115415	STAT1	TSH signaling pathway:WP2032
ENSG00000171903	CYP4F11	Oxidation by Cytochrome P450:WP43
ENSG00000206172	HBA1	Effects of Nitric Oxide:WP1995
ENSG00000100031	GGT1	Selenium Micronutrient Network:WP15
ENSG00000206172	HBA1	Selenium Micronutrient Network:WP15
ENSG00000160200	CBS	Selenium Micronutrient Network:WP15
ENSG00000196136	SERPINA3	Selenium Micronutrient Network:WP15
ENSG00000155368	DBI	SREBP signalling:WP1982
ENSG00000079332	SAR1A	SREBP signalling:WP1982
ENSG00000115415	STAT1	Interleukin-11 Signaling Pathway:WP2332
ENSG00000137575	SDCBP	Ectoderm Differentiation:WP2858
ENSG00000143126	CELSR2	Ectoderm Differentiation:WP2858
ENSG00000117228	GBP1	Type II interferon signaling (IFNG):WP619
ENSG00000115415	STAT1	Type II interferon signaling (IFNG):WP619
ENSG00000178537	SLC25A20	Fatty Acid Beta Oxidation:WP143
ENSG00000115415	STAT1	Interferon type I signaling pathways:WP585
ENSG00000105409	ATP1A3	SIDS Susceptibility Pathways:WP706
ENSG00000101400	SNTA1	SIDS Susceptibility Pathways:WP706
ENSG00000148053	NTRK2	SIDS Susceptibility Pathways:WP706
ENSG00000259207	ITGB3	MFAP5-mediated ovarian cancer cell motility and invasiveness:WP3301
ENSG00000197170	PSMD12	Proteasome Degradation:WP183
ENSG00000110801	PSMD9	Proteasome Degradation:WP183
ENSG00000147509	RGS20	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000145349	CAMK2D	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000123104	ITPR2	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000143153	ATP1B1	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000129244	ATP1B2	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000178537	SLC25A20	Mitochondrial LC-Fatty Acid Beta-Oxidation:WP368
ENSG00000116171	SCP2	Mitochondrial LC-Fatty Acid Beta-Oxidation:WP368
ENSG00000115415	STAT1	AGE/RAGE pathway:WP2324
ENSG00000115415	STAT1	p38 MAPK Signaling Pathway:WP400
ENSG00000115415	STAT1	Oncostatin M Signaling Pathway:WP2374
ENSG00000116171	SCP2	DNA Damage Response (only ATM dependent):WP710
ENSG00000115415	STAT1	Kit receptor signaling pathway:WP304
ENSG00000120705	ETF1	Translation Factors:WP107
ENSG00000150540	HNMT	Methylation Pathways:WP704
ENSG00000157103	SLC6A1	Monoamine Transport:WP727
