Ensembl ID	Uniprot_gn_trans_name ID
ENSG00000103540	CCP110-007
ENSG00000103540	CCP110-008
ENSG00000103540	CCP110-009
ENSG00000103540	CCP110-010
ENSG00000103540	CCP110-201
ENSG00000103540	UPI00001AE622
ENSG00000103540	UPI0000D619A9
ENSG00000103540	UPI0002466F8B
ENSG00000103540	UPI0002466F8C
ENSG00000103540	UPI00025A2F1A
ENSG00000103544	C16ORF62
ENSG00000103544	C16ORF62-001
ENSG00000103544	C16ORF62-002
ENSG00000103544	C16ORF62-003
ENSG00000103544	C16ORF62-004
ENSG00000103544	C16ORF62-005
ENSG00000103544	C16ORF62-006
ENSG00000103544	C16ORF62-007
ENSG00000103544	C16ORF62-008
ENSG00000103544	C16ORF62-010
ENSG00000103544	C16ORF62-011
ENSG00000103544	C16ORF62-012
ENSG00000103544	C16ORF62-013
ENSG00000103544	C16ORF62-014
ENSG00000103544	C16ORF62-015
ENSG00000103544	C16ORF62-016
ENSG00000103544	C16ORF62-017
ENSG00000103544	C16ORF62-018
ENSG00000103544	C16ORF62-020
ENSG00000103544	C16ORF62-021
ENSG00000103544	C16ORF62-022
ENSG00000103544	C16ORF62-023
ENSG00000103544	C16ORF62-024
ENSG00000103544	C16ORF62-201
ENSG00000103544	C16ORF62-202
ENSG00000103544	UPI000018CE96
ENSG00000103544	UPI0000E24113
ENSG00000103544	UPI0001AE67E5
ENSG00000103544	UPI0001E1129C
ENSG00000103544	UPI000204A913
ENSG00000103544	UPI0002466F8D
ENSG00000103544	UPI0002466F91
ENSG00000103544	UPI0002466FBB
ENSG00000103544	UPI00025A2F1B
ENSG00000103544	UPI0004620A58
ENSG00000103544	UPI0004620AD9
ENSG00000103544	UPI0004620D19
ENSG00000103546	SLC6A2
ENSG00000103546	SLC6A2-001
ENSG00000103546	SLC6A2-003
ENSG00000103546	SLC6A2-004
ENSG00000103546	SLC6A2-005
ENSG00000103546	SLC6A2-006
ENSG00000103546	SLC6A2-007
ENSG00000103546	SLC6A2-008
ENSG00000103546	SLC6A2-009
ENSG00000103546	SLC6A2-010
ENSG00000103546	SLC6A2-201
ENSG00000103546	UPI00000734FD
ENSG00000103546	UPI000013548D
ENSG00000103546	UPI00001FF1EA
ENSG00000103546	UPI000059D38C
ENSG00000103546	UPI0000D4DD8D
ENSG00000103546	UPI000246701B
ENSG00000103546	UPI000246701C
ENSG00000103546	UPI00025A2FA1
ENSG00000103546	UPI000268AE6A
ENSG00000103549	RNF40
ENSG00000103549	RNF40-001
ENSG00000103549	RNF40-002
ENSG00000103549	RNF40-009
ENSG00000103549	RNF40-010
ENSG00000103549	RNF40-011
ENSG00000103549	RNF40-012
ENSG00000103549	RNF40-013
ENSG00000103549	RNF40-015
ENSG00000103549	RNF40-017
ENSG00000103549	RNF40-018
ENSG00000103549	RNF40-019
ENSG00000103549	RNF40-020
ENSG00000103549	UPI0000073F6C
ENSG00000103549	UPI00006275CA
ENSG00000103549	UPI00024670C8
ENSG00000103549	UPI00024670C9
ENSG00000103549	UPI00024670CA
ENSG00000103549	UPI00025A2F9C
ENSG00000103549	UPI0002B83348
ENSG00000103549	UPI0004620B38
ENSG00000103549	UPI0004620CCA
ENSG00000103550	KNOP1
ENSG00000103550	KNOP1-001
ENSG00000103550	KNOP1-002
ENSG00000103550	KNOP1-003
ENSG00000103550	KNOP1-004
ENSG00000103550	KNOP1-005
ENSG00000103550	UPI00001982F5
ENSG00000103550	UPI0002466FBD
ENSG00000103550	UPI0002466FC0
ENSG00000103550	UPI00025A2F1C
ENSG00000103569	AQP9
ENSG00000103569	AQP9-001
ENSG00000103569	AQP9-002
ENSG00000103569	AQP9-003
ENSG00000103569	AQP9-201
ENSG00000103569	UPI000013C796
ENSG00000103569	UPI00022F8758
ENSG00000103591	AAGAB
ENSG00000103591	DKFZP667D2317
ENSG00000103591	DKFZP667D2317-001
ENSG00000103591	DKFZP667D2317-002
ENSG00000103591	DKFZP667D2317-003
ENSG00000103591	DKFZP667D2317-004
ENSG00000103591	DKFZP667D2317-005
ENSG00000103591	DKFZP667D2317-006
ENSG00000103591	DKFZP667D2317-007
ENSG00000103591	UPI000013D219
ENSG00000103591	UPI00017A6E09
ENSG00000103591	UPI00022F86AE
ENSG00000103599	IQCH
ENSG00000103599	IQCH-001
ENSG00000103599	IQCH-002
ENSG00000103599	IQCH-003
ENSG00000103599	IQCH-004
ENSG00000103599	IQCH-005
ENSG00000103599	IQCH-006
ENSG00000103599	IQCH-007
ENSG00000103599	IQCH-008
ENSG00000103599	IQCH-009
ENSG00000103599	IQCH-010
ENSG00000103599	IQCH-011
ENSG00000103599	IQCH-201
ENSG00000103599	IQCH-202
ENSG00000103599	UPI000013CCE9
ENSG00000103599	UPI000013CCEA
ENSG00000103599	UPI00001FE720
ENSG00000103599	UPI0000408B56
ENSG00000103599	UPI0000E59C8A
ENSG00000103599	UPI00017A884D
ENSG00000103599	UPI0001D3B063
ENSG00000103599	UPI00022F86D6
ENSG00000103599	UPI0002467386
ENSG00000103599	UPI0002467387
ENSG00000103642	LACTB
ENSG00000103642	LACTB-001
ENSG00000103642	LACTB-002
ENSG00000103642	LACTB-003
ENSG00000103642	LACTB-004
ENSG00000103642	UPI000013D220
ENSG00000103642	UPI0000160B85
ENSG00000103642	UPI00022F85E4
ENSG00000103647	CORO2B
ENSG00000103647	CORO2B-001
ENSG00000103647	CORO2B-201
ENSG00000103647	CORO2B-202
ENSG00000103647	CORO2B-203
ENSG00000103647	UPI00001FE752
ENSG00000103647	UPI0000E59C95
ENSG00000103653	CSK
ENSG00000103653	CSK-001
ENSG00000103653	CSK-002
ENSG00000103653	CSK-005
ENSG00000103653	CSK-006
ENSG00000103653	CSK-007
ENSG00000103653	CSK-008
ENSG00000103653	CSK-009
ENSG00000103653	CSK-010
ENSG00000103653	CSK-011
ENSG00000103653	CSK-012
ENSG00000103653	CSK-013
ENSG00000103653	CSK-014
ENSG00000103653	CSK-015
ENSG00000103653	CSK-016
ENSG00000103653	UPI0000128541
ENSG00000103653	UPI0002467465
ENSG00000103653	UPI0002467466
ENSG00000103653	UPI0002467467
ENSG00000103657	HERC1
ENSG00000103657	HERC1-001
ENSG00000103657	HERC1-002
ENSG00000103657	HERC1-003
ENSG00000103657	HERC1-004
ENSG00000103657	HERC1-005
ENSG00000103657	HERC1-006
ENSG00000103657	HERC1-007
ENSG00000103657	HERC1-008
ENSG00000103657	HERC1-009
ENSG00000103657	HERC1-010
ENSG00000103657	HERC1-011
ENSG00000103657	HERC1-012
ENSG00000103657	HERC1-013
ENSG00000103657	HERC1-014
ENSG00000103657	HERC1-015
ENSG00000103657	UPI0000212760
ENSG00000103657	UPI00022F8614
ENSG00000103657	UPI00022F8615
ENSG00000103657	UPI00022F8616
ENSG00000103657	UPI00022F8617
ENSG00000103657	UPI00022F8618
ENSG00000103657	UPI00022F8619
ENSG00000103657	UPI00022F861A
ENSG00000103657	UPI00022F861B
ENSG00000103671	TRIP4
ENSG00000103671	TRIP4-001
ENSG00000103671	TRIP4-002
ENSG00000103671	TRIP4-003
ENSG00000103671	TRIP4-004
ENSG00000103671	TRIP4-005
ENSG00000103671	TRIP4-006
ENSG00000103671	TRIP4-007
ENSG00000103671	TRIP4-008
ENSG00000103671	TRIP4-009
ENSG00000103671	TRIP4-010
ENSG00000103671	TRIP4-011
ENSG00000103671	TRIP4-012
ENSG00000103671	UPI0000035D96
ENSG00000103671	UPI0000D4DA81
ENSG00000103671	UPI00022F863D
ENSG00000103671	UPI00022F863E
ENSG00000103671	UPI00022F863F
ENSG00000103671	UPI000246745C
ENSG00000103707	MTFMT
ENSG00000103707	MTFMT-001
ENSG00000103707	MTFMT-002
ENSG00000103707	MTFMT-003
ENSG00000103707	MTFMT-004
ENSG00000103707	MTFMT-005
ENSG00000103707	MTFMT-006
ENSG00000103707	MTFMT-007
ENSG00000103707	UPI000003B018
ENSG00000103707	UPI00019151A1
ENSG00000103707	UPI000246747E
ENSG00000103710	RASL12
ENSG00000103710	RASL12-001
ENSG00000103710	RASL12-002
ENSG00000103710	RASL12-003
ENSG00000103710	UPI000006F3CC
ENSG00000103710	UPI0000408AD2
ENSG00000103710	UPI00017A7D79
ENSG00000103723	AP3B2
ENSG00000103723	AP3B2-001
ENSG00000103723	AP3B2-002
ENSG00000103723	AP3B2-003
ENSG00000103723	AP3B2-004
ENSG00000103723	AP3B2-005
ENSG00000103723	AP3B2-008
ENSG00000103723	AP3B2-009
ENSG00000103723	AP3B2-010
ENSG00000103723	AP3B2-011
ENSG00000103723	AP3B2-012
ENSG00000103723	AP3B2-013
ENSG00000103723	AP3B2-014
ENSG00000103723	AP3B2-015
ENSG00000103723	AP3B2-016
ENSG00000103723	AP3B2-201
ENSG00000103723	UPI0000125030
ENSG00000103723	UPI0000408FA3
ENSG00000103723	UPI0001917048
ENSG00000103723	UPI0001917049
ENSG00000103723	UPI000204A960
ENSG00000103723	UPI000204A961
ENSG00000103740	ACSBG1
ENSG00000103740	ACSBG1-001
ENSG00000103740	ACSBG1-002
ENSG00000103740	ACSBG1-003
ENSG00000103740	ACSBG1-004
ENSG00000103740	ACSBG1-005
ENSG00000103740	ACSBG1-006
ENSG00000103740	ACSBG1-007
ENSG00000103740	ACSBG1-008
ENSG00000103740	ACSBG1-009
ENSG00000103740	ACSBG1-010
ENSG00000103740	ACSBG1-011
ENSG00000103740	ACSBG1-012
ENSG00000103740	ACSBG1-013
ENSG00000103740	ACSBG1-014
ENSG00000103740	UPI000006E955
ENSG00000103740	UPI00020656C9
ENSG00000103740	UPI00022F85E5
ENSG00000103740	UPI00022F85E6
ENSG00000103740	UPI00022F87F6
ENSG00000103740	UPI00022F87F7
ENSG00000103740	UPI00022F87F8
ENSG00000103740	UPI00022F87F9
ENSG00000103742	IGDCC4
ENSG00000103742	IGDCC4-001
ENSG00000103742	IGDCC4-002
ENSG00000103742	IGDCC4-003
ENSG00000103742	IGDCC4-004
ENSG00000103742	IGDCC4-005
ENSG00000103742	IGDCC4-006
ENSG00000103742	UPI000006F31C
ENSG00000103769	RAB11A
ENSG00000103769	RAB11A-001
ENSG00000103769	RAB11A-002
ENSG00000103769	RAB11A-003
ENSG00000103769	RAB11A-004
ENSG00000103769	RAB11A-005
ENSG00000103769	RAB11A-006
ENSG00000103769	RAB11A-007
ENSG00000103769	RAB11A-008
ENSG00000103769	RAB11A-009
ENSG00000103769	UPI0000029ED1
ENSG00000103769	UPI000041D470
ENSG00000103769	UPI00017A7AA5
ENSG00000103769	UPI00017A7BC5
ENSG00000103769	UPI0001F78BC3
ENSG00000103769	UPI000246733B
ENSG00000103811	CTSH
ENSG00000103811	DKFZP686B24257
ENSG00000103811	DKFZP686B24257-001
ENSG00000103811	DKFZP686B24257-002
ENSG00000103811	DKFZP686B24257-003
ENSG00000103811	DKFZP686B24257-005
ENSG00000103811	DKFZP686B24257-006
ENSG00000103811	DKFZP686B24257-007
ENSG00000103811	DKFZP686B24257-008
ENSG00000103811	DKFZP686B24257-009
ENSG00000103811	DKFZP686B24257-010
ENSG00000103811	DKFZP686B24257-011
ENSG00000103811	DKFZP686B24257-012
ENSG00000103811	DKFZP686B24257-014
ENSG00000103811	DKFZP686B24257-015
ENSG00000103811	DKFZP686B24257-016
ENSG00000103811	DKFZP686B24257-017
ENSG00000103811	DKFZP686B24257-018
ENSG00000103811	DKFZP686B24257-019
ENSG00000103811	DKFZP686B24257-201
ENSG00000103811	UPI000013C799
ENSG00000103811	UPI000015D0F6
ENSG00000103811	UPI000016099C
ENSG00000103811	UPI0001F77BC8
ENSG00000103811	UPI0001F77BC9
ENSG00000103811	UPI0001F77BCA
ENSG00000103852	TTC23
ENSG00000103852	TTC23-001
ENSG00000103852	TTC23-002
ENSG00000103852	TTC23-003
ENSG00000103852	TTC23-004
ENSG00000103852	TTC23-005
ENSG00000103852	TTC23-006
ENSG00000103852	TTC23-007
ENSG00000103852	TTC23-008
ENSG00000103852	TTC23-009
ENSG00000103852	TTC23-010
ENSG00000103852	TTC23-011
ENSG00000103852	TTC23-013
ENSG00000103852	TTC23-014
ENSG00000103852	TTC23-015
ENSG00000103852	TTC23-016
ENSG00000103852	TTC23-017
ENSG00000103852	TTC23-018
ENSG00000103852	TTC23-019
ENSG00000103852	TTC23-201
ENSG00000103852	UPI000006F72D
ENSG00000103852	UPI0000072CAA
ENSG00000103852	UPI00004525C9
ENSG00000103852	UPI000155D52F
ENSG00000103852	UPI0001F77E2B
ENSG00000103852	UPI00022F85C8
ENSG00000103852	UPI00022F85C9
ENSG00000103852	UPI00022F85CA
ENSG00000103852	UPI00022F85CB
ENSG00000103852	UPI00022F85CC
ENSG00000103852	UPI00022F85CD
ENSG00000103855	CD276
ENSG00000103855	CD276-001
ENSG00000103855	CD276-002
ENSG00000103855	CD276-003
ENSG00000103855	CD276-006
ENSG00000103855	CD276-007
ENSG00000103855	CD276-008
ENSG00000103855	CD276-009
ENSG00000103855	CD276-011
ENSG00000103855	CD276-012
ENSG00000103855	CD276-013
ENSG00000103855	CD276-014
ENSG00000103855	CD276-015
ENSG00000103855	CD276-016
ENSG00000103855	CD276-017
ENSG00000103855	CD276-018
ENSG00000103855	CD276-019
ENSG00000103855	CD276-020
ENSG00000103855	CD276-021
ENSG00000103855	CD276-201
ENSG00000103855	UPI0000034C25
ENSG00000103855	UPI00000480F2
ENSG00000103855	UPI000006FB13
ENSG00000103855	UPI0000680ACD
ENSG00000103855	UPI00022F875A
ENSG00000103855	UPI00022F875B
ENSG00000103855	UPI00022F875C
ENSG00000103855	UPI00022F875D
ENSG00000103855	UPI00022F875E
ENSG00000103855	UPI00022F875F
ENSG00000103855	UPI00022F8760
ENSG00000103855	UPI0002467414
ENSG00000103855	UPI0002467415
ENSG00000103876	DKFZP686F13224
ENSG00000103876	DKFZP686F13224-001
ENSG00000103876	DKFZP686F13224-002
ENSG00000103876	DKFZP686F13224-003
ENSG00000103876	DKFZP686F13224-004
ENSG00000103876	DKFZP686F13224-005
ENSG00000103876	DKFZP686F13224-006
ENSG00000103876	DKFZP686F13224-007
ENSG00000103876	DKFZP686F13224-008
ENSG00000103876	DKFZP686F13224-009
ENSG00000103876	DKFZP686F13224-010
ENSG00000103876	DKFZP686F13224-011
ENSG00000103876	DKFZP686F13224-012
ENSG00000103876	DKFZP686F13224-014
ENSG00000103876	FAH
ENSG00000103876	UPI000012A422
ENSG00000103876	UPI000016A8D1
ENSG00000103876	UPI00022F8646
ENSG00000103876	UPI0002467411
ENSG00000103888	CEMIP
ENSG00000103888	CEMIP-001
ENSG00000103888	CEMIP-002
ENSG00000103888	CEMIP-003
ENSG00000103888	CEMIP-004
ENSG00000103888	CEMIP-005
ENSG00000103888	CEMIP-006
ENSG00000103888	CEMIP-201
ENSG00000103888	UPI000006D038
ENSG00000103888	UPI00001D7799
ENSG00000103888	UPI0001F77C30
ENSG00000103888	UPI00022F8649
ENSG00000103932	RPAP1
ENSG00000103932	RPAP1-001
ENSG00000103932	RPAP1-004
ENSG00000103932	RPAP1-005
ENSG00000103932	RPAP1-006
ENSG00000103932	RPAP1-008
ENSG00000103932	RPAP1-009
ENSG00000103932	RPAP1-010
ENSG00000103932	RPAP1-011
ENSG00000103932	RPAP1-012
ENSG00000103932	RPAP1-013
ENSG00000103932	RPAP1-014
ENSG00000103932	RPAP1-015
ENSG00000103932	UPI000013D465
ENSG00000103932	UPI0001D14777
ENSG00000103932	UPI00024672D1
ENSG00000103932	UPI00024672ED
ENSG00000103932	UPI00024672EE
ENSG00000103932	UPI00024672EF
ENSG00000103942	HOMER2
ENSG00000103942	HOMER2-001
ENSG00000103942	HOMER2-004
ENSG00000103942	HOMER2-005
ENSG00000103942	HOMER2-006
ENSG00000103942	HOMER2-007
ENSG00000103942	HOMER2-008
ENSG00000103942	HOMER2-009
ENSG00000103942	HOMER2-010
ENSG00000103942	HOMER2-011
ENSG00000103942	HOMER2-012
ENSG00000103942	UPI000006D53F
ENSG00000103942	UPI0000073D6D
ENSG00000103942	UPI00022F868E
ENSG00000103942	UPI00022F868F
ENSG00000103966	EHD4
ENSG00000103966	EHD4-001
ENSG00000103966	EHD4-003
ENSG00000103966	EHD4-201
ENSG00000103966	UPI0000129E25
ENSG00000103978	TMEM87A
ENSG00000103978	TMEM87A-001
ENSG00000103978	TMEM87A-002
ENSG00000103978	TMEM87A-003
ENSG00000103978	TMEM87A-004
ENSG00000103978	TMEM87A-005
ENSG00000103978	TMEM87A-006
ENSG00000103978	TMEM87A-007
ENSG00000103978	TMEM87A-008
ENSG00000103978	TMEM87A-009
ENSG00000103978	TMEM87A-010
ENSG00000103978	TMEM87A-011
ENSG00000103978	TMEM87A-012
ENSG00000103978	TMEM87A-201
ENSG00000103978	UPI0000073A7E
ENSG00000103978	UPI0000073A9B
ENSG00000103978	UPI000035B022
ENSG00000103978	UPI0000E59BE7
ENSG00000103978	UPI0002467316
ENSG00000103978	UPI0002467317
ENSG00000103978	UPI0002467318
ENSG00000103978	UPI0002467319
ENSG00000103978	UPI000246731A
ENSG00000103978	UPI000246731B
ENSG00000103994	UPI000006D6CC
ENSG00000103994	UPI000013F52C
ENSG00000103994	UPI0001639A39
ENSG00000103994	UPI000246711A
ENSG00000103994	UPI000246711B
ENSG00000103994	UPI000246711C
ENSG00000103994	UPI000246711D
ENSG00000103994	UPI000246711E
ENSG00000103994	UPI00038BB032
ENSG00000103994	ZFP106
ENSG00000103994	ZFP106-001
ENSG00000103994	ZFP106-002
ENSG00000103994	ZFP106-003
ENSG00000103994	ZFP106-004
ENSG00000103994	ZFP106-005
ENSG00000103994	ZFP106-006
ENSG00000103994	ZFP106-007
ENSG00000103994	ZFP106-008
ENSG00000103994	ZFP106-009
ENSG00000103994	ZFP106-010
ENSG00000103994	ZFP106-011
ENSG00000103994	ZFP106-012
ENSG00000103994	ZNF106
ENSG00000103995	CEP152
ENSG00000103995	CEP152-001
ENSG00000103995	CEP152-002
ENSG00000103995	CEP152-003
ENSG00000103995	CEP152-004
ENSG00000103995	CEP152-005
ENSG00000103995	CEP152-006
ENSG00000103995	CEP152-007
ENSG00000103995	CEP152-008
ENSG00000103995	CEP152-009
ENSG00000103995	CEP152-010
ENSG00000103995	UPI00001C1F8A
ENSG00000103995	UPI00002378C4
ENSG00000103995	UPI0000DA58CC
ENSG00000103995	UPI00022F84BB
ENSG00000103995	UPI00022F84C8
ENSG00000103995	UPI00022F84C9
ENSG00000104043	ATP8B4
ENSG00000104043	ATP8B4-001
ENSG00000104043	ATP8B4-002
ENSG00000104043	ATP8B4-003
ENSG00000104043	ATP8B4-004
ENSG00000104043	ATP8B4-005
ENSG00000104043	ATP8B4-006
ENSG00000104043	ATP8B4-007
ENSG00000104043	ATP8B4-008
ENSG00000104043	ATP8B4-009
ENSG00000104043	ATP8B4-010
ENSG00000104043	ATP8B4-011
ENSG00000104043	ATP8B4-012
ENSG00000104043	ATP8B4-013
ENSG00000104043	ATP8B4-014
ENSG00000104043	ATP8B4-015
ENSG00000104043	ATP8B4-016
ENSG00000104043	ATP8B4-017
ENSG00000104043	ATP8B4-201
ENSG00000104043	UPI0000055904
ENSG00000104043	UPI000040891D
ENSG00000104043	UPI00022F8500
ENSG00000104043	UPI00022F8501
ENSG00000104043	UPI00022F8541
ENSG00000104043	UPI00022F8542
ENSG00000104043	UPI00022F8543
ENSG00000104043	UPI00022F8544
ENSG00000104044	OCA2
ENSG00000104044	OCA2-001
ENSG00000104044	OCA2-002
ENSG00000104044	OCA2-003
ENSG00000104044	OCA2-004
ENSG00000104044	UPI0000072761
ENSG00000104044	UPI000013D158
ENSG00000104044	UPI0000E59B93
ENSG00000104044	UPI0000E59B94
ENSG00000104047	DTWD1
ENSG00000104047	DTWD1-001
ENSG00000104047	DTWD1-002
ENSG00000104047	DTWD1-003
ENSG00000104047	DTWD1-004
ENSG00000104047	DTWD1-005
ENSG00000104047	DTWD1-006
ENSG00000104047	DTWD1-007
ENSG00000104047	DTWD1-008
ENSG00000104047	DTWD1-009
ENSG00000104047	DTWD1-010
ENSG00000104047	DTWD1-011
ENSG00000104047	UPI000006DA3D
ENSG00000104047	UPI00000716E2
ENSG00000104047	UPI000040891A
ENSG00000104047	UPI00022F84FD
ENSG00000104047	UPI00022F84FE
ENSG00000104047	UPI00022F84FF
ENSG00000104055	TGM5
ENSG00000104055	TGM5-001
ENSG00000104055	TGM5-002
ENSG00000104055	TGM5-003
ENSG00000104055	TGM5-004
ENSG00000104055	TGM5-201
ENSG00000104055	TGM5-202
ENSG00000104055	TGM5-203
ENSG00000104055	UPI000002B544
ENSG00000104055	UPI0000136CCF
ENSG00000104055	UPI000050AAC7
ENSG00000104055	UPI000050AAF8
ENSG00000104059	FAM189A1
ENSG00000104059	FAM189A1-001
ENSG00000104059	FAM189A1-002
ENSG00000104059	FAM189A1-003
ENSG00000104059	FAM189A1-004
ENSG00000104059	UPI0001641C10
ENSG00000104059	UPI00022F8574
ENSG00000104064	GABPB1
ENSG00000104064	GABPB2
ENSG00000104064	GABPB2-001
ENSG00000104064	GABPB2-002
ENSG00000104064	GABPB2-004
ENSG00000104064	GABPB2-005
ENSG00000104064	GABPB2-006
ENSG00000104064	GABPB2-007
ENSG00000104064	GABPB2-008
ENSG00000104064	GABPB2-009
ENSG00000104064	GABPB2-010
ENSG00000104064	GABPB2-011
ENSG00000104064	GABPB2-012
ENSG00000104064	GABPB2-201
ENSG00000104064	UPI000002AA2C
ENSG00000104064	UPI000002AA2D
ENSG00000104064	UPI000012AFB3
ENSG00000104064	UPI000012AFB4
ENSG00000104064	UPI000016B0A8
ENSG00000104064	UPI0001C9D7A4
ENSG00000104064	UPI00022F8547
ENSG00000104064	UPI00022F8548
ENSG00000104067	TJP1
ENSG00000104067	TJP1-001
ENSG00000104067	TJP1-002
ENSG00000104067	TJP1-003
ENSG00000104067	TJP1-004
ENSG00000104067	TJP1-005
ENSG00000104067	TJP1-006
ENSG00000104067	TJP1-007
ENSG00000104067	TJP1-008
ENSG00000104067	TJP1-009
ENSG00000104067	TJP1-011
ENSG00000104067	TJP1-013
ENSG00000104067	TJP1-014
ENSG00000104067	TJP1-201
ENSG00000104067	UPI000013DC83
ENSG00000104067	UPI00001FE0F9
ENSG00000104067	UPI000041D23B
ENSG00000104067	UPI0000D4A16E
ENSG00000104067	UPI0000D612FA
ENSG00000104067	UPI0000E59B99
ENSG00000104067	UPI00022F8575
ENSG00000104067	UPI00025A3080
ENSG00000104067	UPI000268AE5D
ENSG00000104081	BMF
ENSG00000104081	BMF-001
ENSG00000104081	BMF-002
ENSG00000104081	BMF-003
ENSG00000104081	BMF-004
ENSG00000104081	BMF-005
ENSG00000104081	BMF-006
ENSG00000104081	BMF-007
ENSG00000104081	BMF-008
ENSG00000104081	BMF-009
ENSG00000104081	BMF-010
ENSG00000104081	UPI0000071AC6
ENSG00000104081	UPI00001A36E8
ENSG00000104081	UPI00001A36E9
ENSG00000104081	UPI00022F84C1
ENSG00000104081	UPI00022F84C2
ENSG00000104093	DMXL2
ENSG00000104093	DMXL2-001
ENSG00000104093	DMXL2-002
ENSG00000104093	DMXL2-003
ENSG00000104093	DMXL2-004
ENSG00000104093	DMXL2-005
ENSG00000104093	DMXL2-006
ENSG00000104093	DMXL2-007
ENSG00000104093	DMXL2-008
ENSG00000104093	DMXL2-009
ENSG00000104093	DMXL2-010
ENSG00000104093	DMXL2-011
ENSG00000104093	DMXL2-012
ENSG00000104093	DMXL2-013
ENSG00000104093	DMXL2-014
ENSG00000104093	UPI000013CCDD
ENSG00000104093	UPI00001FE4C2
ENSG00000104093	UPI0001747A0B
ENSG00000104093	UPI00022F8558
ENSG00000104093	UPI00022F8559
ENSG00000104093	UPI00022F855A
ENSG00000104112	SCG3
ENSG00000104112	SCG3-001
ENSG00000104112	SCG3-002
ENSG00000104112	SCG3-003
ENSG00000104112	UPI0000038A09
ENSG00000104112	UPI0001B77D64
ENSG00000104112	UPI00022F855B
ENSG00000104129	DNAJC17
ENSG00000104129	DNAJC17-001
ENSG00000104129	DNAJC17-002
ENSG00000104129	DNAJC17-003
ENSG00000104129	DNAJC17-004
ENSG00000104129	DNAJC17-005
ENSG00000104129	DNAJC17-006
ENSG00000104129	DNAJC17-007
ENSG00000104129	DNAJC17-008
ENSG00000104129	DNAJC17-009
ENSG00000104129	DNAJC17-010
ENSG00000104129	DNAJC17-011
ENSG00000104129	UPI00000375AE
ENSG00000104129	UPI0001892417
ENSG00000104129	UPI00022F8524
ENSG00000104129	UPI00022F8525
ENSG00000104129	UPI000333511A
ENSG00000104131	EIF3J
ENSG00000104131	EIF3S1
ENSG00000104131	EIF3S1-001
ENSG00000104131	EIF3S1-002
ENSG00000104131	EIF3S1-003
ENSG00000104131	EIF3S1-004
ENSG00000104131	EIF3S1-005
ENSG00000104131	EIF3S1-006
ENSG00000104131	EIF3S1-007
ENSG00000104131	UPI000012D2F9
ENSG00000104131	UPI0000D4D819
ENSG00000104131	UPI00017A7EB5
ENSG00000104131	UPI000204A94E
ENSG00000104131	UPI00022F8584
ENSG00000104133	SPG11
ENSG00000104133	SPG11-001
ENSG00000104133	SPG11-002
ENSG00000104133	SPG11-003
ENSG00000104133	SPG11-004
ENSG00000104133	SPG11-006
ENSG00000104133	SPG11-007
ENSG00000104133	SPG11-008
ENSG00000104133	SPG11-010
ENSG00000104133	SPG11-011
ENSG00000104133	SPG11-012
ENSG00000104133	SPG11-013
ENSG00000104133	SPG11-014
ENSG00000104133	SPG11-015
ENSG00000104133	SPG11-016
ENSG00000104133	SPG11-017
ENSG00000104133	SPG11-018
ENSG00000104133	SPG11-019
ENSG00000104133	SPG11-020
ENSG00000104133	SPG11-021
ENSG00000104133	SPG11-022
ENSG00000104133	SPG11-023
ENSG00000104133	SPG11-024
ENSG00000104133	SPG11-025
ENSG00000104133	SPG11-026
ENSG00000104133	SPG11-027
ENSG00000104133	UPI0000456840
ENSG00000104133	UPI0000E59C16
ENSG00000104133	UPI0001A419F9
ENSG00000104133	UPI0001A47199
ENSG00000104133	UPI0001AE6833
ENSG00000104133	UPI00022F8585
ENSG00000104133	UPI00022F8586
ENSG00000104133	UPI00022F8587
ENSG00000104133	UPI00022F8588
ENSG00000104133	UPI00022F8589
ENSG00000104133	UPI00022F858A
ENSG00000104133	UPI00022F858B
ENSG00000104133	UPI00022F858C
ENSG00000104133	UPI00022F858D
ENSG00000104140	RHOV
ENSG00000104140	RHOV-001
ENSG00000104140	UPI00000412A5
ENSG00000104142	UPI0000049FBC
ENSG00000104142	UPI00022F8533
ENSG00000104142	UPI00022F8534
ENSG00000104142	VPS18
ENSG00000104142	VPS18-001
ENSG00000104142	VPS18-003
ENSG00000104142	VPS18-004
ENSG00000104147	OIP5
ENSG00000104147	OIP5-001
ENSG00000104147	OIP5-002
ENSG00000104147	UPI000004C068
ENSG00000104147	UPI00022F853D
ENSG00000104154	SLC30A4
ENSG00000104154	SLC30A4-001
ENSG00000104154	SLC30A4-002
ENSG00000104154	UPI00000526F2
ENSG00000104164	BLOC1S6
ENSG00000104164	BLOC1S6-001
ENSG00000104164	BLOC1S6-002
ENSG00000104164	BLOC1S6-003
ENSG00000104164	BLOC1S6-004
ENSG00000104164	BLOC1S6-005
ENSG00000104164	BLOC1S6-006
ENSG00000104164	BLOC1S6-007
ENSG00000104164	BLOC1S6-008
ENSG00000104164	BLOC1S6-009
ENSG00000104164	BLOC1S6-010
ENSG00000104164	BLOC1S6-011
ENSG00000104164	BLOC1S6-012
ENSG00000104164	BLOC1S6-013
ENSG00000104164	BLOC1S6-014
ENSG00000104164	BLOC1S6-015
ENSG00000104164	BLOC1S6-016
ENSG00000104164	BLOC1S6-017
ENSG00000104164	BLOC1S6-018
ENSG00000104164	BLOC1S6-019
ENSG00000104164	BLOC1S6-020
